Groupe1;Je sais que tes larmes ont signalé une indication la nuit dernière .;Je me souviens que nous avons tous contribué pour acheter le cadeau à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman dans la presse .;Je sais que la famille a acheté le tableau l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions à notre grand regret .;Elle m'a dit qu'il a eu une allergie depuis qu'il était jeune . ;Elle sait que le portier a accepté la livraison mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie hier soir . ;J'ai une idée à propos que j'ai vu la pièce hier soir .;Elle peut deviner que mon ami a écrit un avant-propos pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange à chaque fois qu'elle cuisinait .;Nous rappelons que le blogueur a rédigé une critique en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe hier soir .;Notre ami a deviné que nous avons vu une photo hier après-midi .;Le maire m'a dit que les journaux ont imprimé une photo deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description il y a plus d'un an .  ;Le journal a dit que j'ai choisi le cadeau pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument hier .;Mon ami m'a dit qu'il a écrit une proposition hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence au printemps dernier .
Groupe2;Je sais que tes larmes ont signalé hier soir .;Je me souviens que nous avons tous contribué pour acheter à la dernière minute .;Le journal a rapporté que les critiques ont revu dans la presse .;Je sais que la famille a acheté l'année dernière .;Vous vous souvenez que l'espion a vendu à notre grand regret .;Elle m'a dit qu'il a eu depuis qu'il était jeune . ;Elle sait que le portier a accepté mardi dernier .;Nous nous souvenons tous que le facteur a perdu dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté hier soir . ;J'ai une idée à propos que j'ai vu hier soir .;Elle peut deviner que mon ami a écrit pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir à chaque fois qu'elle cuisinait .;Nous rappelons que le blogueur a rédigé en fin d'après-midi .;Je me souviens que le politicien a écrit hier soir .;Notre ami a deviné que nous avons vu hier après-midi .;Le maire m'a dit que les journaux ont imprimé deux jours après la bataille .;Mon ami se souvient que le moine a rédigé il y a plus d'un an .  ;Le journal a dit que j'ai choisi pendant mes vacances . ;Notre voisine a dit qu'elle a gagné hier .;Mon ami m'a dit qu'il a écrit hier soir .;Elle ne peut pas croire que nous avons assisté au printemps dernier .
Groupe3;Je sais ce que tes larmes ont signalé une indication hier soir .;Je me souviens ce que nous avons tous contribué pour acheter le cadeau à la dernière minute .;Le journal a rapporté ce que les critiques ont revu le roman dans la presse .;Je sais ce que la famille a acheté le tableau l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions à notre grand regret .;Elle m'a dit ce qu'il a eu une allergie depuis qu'il était jeune . ;Elle sait ce que le portier a accepté la livraison mardi dernier .;Nous nous souvenons tous ce que le facteur a perdu le colis dans la ruée des vacances . ;Mon ami m'a rapporté ce que nous avons écouté la symphonie hier soir . ;J'ai une idée à propos de ce que j'ai vu la pièce hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir d'un mélange à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique en fin d'après-midi .;Je me souviens ce que le politicien a écrit une diatribe hier soir .;Notre ami a deviné ce que nous avons vu une photo hier après-midi .;Le maire m'a dit ce que les journaux ont imprimé une photo deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description il y a plus d'un an . ;Le journal a dit ce que j'ai choisi le cadeau pendant mes vacances .   ;Notre voisine a dit ce qu'elle a gagné l'argument hier .;Mon ami m'a dit ce qu'il a écrit une proposition hier soir .;Elle ne peut pas croire ce que nous avons assisté à une conférence au printemps dernier .
Groupe4;Je sais ce que tes larmes ont signalé hier soir .;Je me souviens ce que nous avons tous contribué pour acheter à la dernière minute .;Le journal a rapporté ce que les critiques ont revu dans la presse .;Je sais ce que la famille a acheté l'année dernière .;Vous vous souvenez ce que l'espion a vendu à notre grand regret .;Elle m'a dit ce qu'il a eu depuis qu'il était jeune . ;Elle sait ce que le portier a accepté mardi dernier .;Nous nous souvenons tous ce que le facteur a perdu dans la ruée des vacances . ;Mon ami m'a rapporté ce que nous avons écouté hier soir . ;J'ai une idée à propos de ce que j'ai vu hier soir .;Elle peut deviner ce que mon ami a écrit pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir à chaque fois qu'elle cuisinait . ;Nous rappelons ce que le blogueur a rédigé en fin d'après-midi .;Je me souviens ce que le politicien a écrit hier soir .;Notre ami a deviné ce que nous avons vu hier après-midi .;Le maire m'a dit ce que les journaux ont imprimé deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé il y a plus d'un an . ;Le journal a dit ce que j'ai choisi pendant mes vacances .;Notre voisine a dit ce qu'elle a gagné hier .;Mon ami m'a dit qu'il a écrit une proposition hier soir .;Elle ne peut pas croire ce que nous avons assisté au printemps dernier .
Groupe5;Je sais que tes larmes ont signalé une indication ce qui a signalé une dépression hier soir .;Je me souviens que nous avons tous contribué pour acheter le cadeau lequel nous avons offert à Mary à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman qui a provoqué le célèbre auteur dans la presse .;Je sais que la famille a acheté le tableau qui est représenté Monet l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions qui montraient comment utiliser le sous-marin à notre grand regret .;Elle m'a dit qu'il a eu une allergie qui est causée par les cacahuètes depuis qu'il était jeune . ;Elle sait que le portier a accepté la livraison ce qui a choqué Sarah mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis ce que Sarah a décrit à Robert dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie laquelle était dédiée à Mozart hier soir . ;J'ai une idée à propos que j'ai vu la pièce ce qui a ravi le comédien amateur hier soir .;Elle peut deviner que mon ami a écrit un avant-propos qui présentait le nouveau manuscrit pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange lequel incluait de l'huile et du vinaigre à chaque fois qu'elle cuisinait .  ;Nous rappelons que le blogueur a rédigé une critique laquelle visait l'industrie des combustibles fossiles en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe qu'a critiqué le maire hier soir .;Notre ami a deviné que nous avons vu une photo qui montrait le condamné hier après-midi . ;Le maire m'a dit que les journaux ont imprimé une photo laquelle a choqué le public deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description laquelle/qui se moquait de la vie de l'abbaye il y a plus d'un an . ;Le journal a dit que j'ai choisi le cadeau que nous avons donné à Simon pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument qui concernait la garde des enfants hier .;Mon ami m'a dit qu'il a écrit une proposition laquelle il remettra au conseil d'administration hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence qui a popularisé l'évolution des cellules au printemps dernier .
Groupe6;Je sais que tes larmes ont signalé une indication ce qui a signalé hier soir .;Je me souviens que nous avons tous contribué pour acheter le cadeau lequel nous avons offert à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman qui a provoqué dans la presse .;Je sais que la famille a acheté le tableau qui est représenté l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions qui montraient comment utiliser à notre grand regret .;Elle m'a dit qu'il a eu une allergie qui est causé par depuis qu'il était jeune .;Elle sait que le portier a accepté la livraison ce qui a choqué mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis ce que Sarah a décrit dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie laquelle était dédiée hier soir . ;J'ai une idée à propos que j'ai vu la pièce ce qui a ravi hier soir .;Elle peut deviner que mon ami a écrit un avant-propos qui présentait pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange lequel incluait à chaque fois qu'elle cuisinait .  ;Nous rappelons que le blogueur a rédigé une critique laquelle visait en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe qu'a critiqué hier soir .;Notre ami a deviné que nous avons vu une photo qui montrait hier après-midi . ;Le maire m'a dit que les journaux ont imprimé une photo laquelle a choqué deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description laquelle/qui se moquait il y a plus d'un an . ;Le journal a dit que j'ai choisi le cadeau que nous avons donné pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument qui concernait hier .;Mon ami m'a dit qu'il a écrit une proposition laquelle il remettra hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence qui a popularisé au printemps dernier .
Groupe7;Je sais ce que tes larmes ont signalé une indication ce qui a signalé une dépression hier soir .;Je me souviens qui nous avons tous contribué pour acheter le cadeau lequel nous avons offert à Mary à la dernière minute .;Le journal a rapporté qui les critiques ont revu le roman qui a provoqué le célèbre auteur dans la presse .;Je sais qui la famille a acheté le tableau qui est représenté Monet l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions qui montraient comment utiliser le sous-marin à notre grand regret .;Elle m'a dit ce qu'il a eu une allergie qui est causé par les cacahuètes depuis qu'il était jeune .;Elle sait qui le portier a accepté la livraison ce qui a choqué Sarah mardi dernier .;Nous nous souvenons tous qui le facteur a perdu le colis ce que Sarah a décrit à Robert dans la ruée des vacances . ;Mon ami m'a rapporté qui nous avons écouté la symphonie laquelle était dédiée à Mozart hier soir . ;J'ai une idée à propos de qui j'ai vu la pièce ce qui a ravi le comédien amateur hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos qui présentait le nouveau manuscrit pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir d'un mélange lequel incluait de l'huile et du vinaigre à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique laquelle visait l'industrie des combustibles fossiles en fin d'après-midi .;Je me souviens qui le politicien a écrit une diatribe qu'a critiqué le maire hier soir .;Notre ami a deviné qui nous avons vu une photo qui montrait le condamné hier après-midi . ;Le maire m'a dit qui les journaux ont imprimé une photo laquelle a choqué le public deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description qui se moquait de la vie de l'abbaye il y a plus d'un an . ;Le journal a dit qui j'ai choisi le cadeau que nous avons donné à Simon pendant mes vacances .  ;Notre voisine a dit ce qu'elle a gagné l'argument qui concernait la garde des enfants hier .;Mon ami m'a dit qu'il a écrit une proposition laquelle il remettra au conseil d'administration hier soir .;Elle ne peut pas croire ce que nous avons assisté à une conférence qui a popularisé l'évolution des cellules au printemps dernier .
Groupe8;Je sais ce que tes larmes ont signalé une indication ce qui a signalé hier soir .;Je me souviens qui nous avons tous contribué pour acheter le cadeau lequel nous avons offert à la dernière minute .;Le journal a rapporté qui les critiques ont revu le roman qui a provoqué dans la presse .;Je sais qui la famille a acheté le tableau qui est représenté l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions qui montraient comment utiliser à notre grand regret .;Elle m'a dit ce qu'il a eu une allergie qui est causé par depuis qu'il était jeune .;Elle sait qui le portier a accepté la livraison ce qui a choqué mardi dernier .;Nous nous souvenons tous qui le facteur a perdu le colis ce que Sarah a décrit dans la ruée des vacances . ;Mon ami m'a rapporté qui nous avons écouté la symphonie laquelle était dédiée hier soir . ;J'ai une idée à propos de qui j'ai vu la pièce ce qui a ravi hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos qui présentait pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir d'un mélange lequel incluait à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique laquelle visait en fin d'après-midi .;Je me souviens qui le politicien a écrit une diatribe qu'a critiqué hier soir .;Notre ami a deviné qui nous avons vu une photo qui montrait hier après-midi . ;Le maire m'a dit qui les journaux ont imprimé une photo laquelle a choqué deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description laquelle/qui se moquait il y a plus d'un an . ;Le journal a dit qui j'ai choisi le cadeau que nous avons donné pendant mes vacances .  ;Notre voisine a dit ce qu'elle a gagné l'argument qui concernait hier .;Mon ami m'a dit qu'il a écrit une proposition laquelle il remettra hier soir .;Elle ne peut pas croire ce que nous avons assisté à une conférence qui a popularisé au printemps dernier .
Groupe9;Je sais que tes larmes ont signalé une indication qui a signalé une dépression hier soir .;Je me souviens que nous avons tous contribué pour acheter le cadeau que nous avons offert à Mary à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman qu'a provoqué le célèbre auteur dans la presse .;Je sais que la famille a acheté le tableau qu'est représenté Monet l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions que montraient comment utiliser le sous-marin à notre grand regret .;Elle m'a dit qu'il a eu une allergie qu'est causé par les cacahuètes depuis qu'il était jeune .;Elle sait que le portier a accepté la livraison qu'a choqué Sarah mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis que Sarah a décrit à Robert dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie qu'était dédiée à Mozart hier soir . ;J'ai une idée à propos que j'ai vu la pièce qu'a ravi le comédien amateur hier soir .;Elle peut deviner que mon ami a écrit un avant-propos que présentait le nouveau manuscrit pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange qu'incluait de l'huile et du vinaigre à chaque fois qu'elle cuisinait .  ;Nous rappelons que le blogueur a rédigé une critique que visait l'industrie des combustibles fossiles en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe qu'a critiqué le maire hier soir .;Notre ami a deviné que nous avons vu une photo que montrait le condamné hier après-midi . ;Le maire m'a dit que les journaux ont imprimé une photo qu'a choqué le public deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description que se moquait de la vie de l'abbaye il y a plus d'un an . ;Le journal a dit que j'ai choisi le cadeau que nous avons donné à Simon pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument que concernait la garde des enfants hier .;Mon ami m'a dit qu'il a écrit une proposition qu'il remettra au conseil d'administration hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence qu'a popularisé l'évolution des cellules au printemps dernier .
Groupe10;Je sais que tes larmes ont signalé une indication qui a signalé hier soir .;Je me souviens que nous avons tous contribué pour acheter le cadeau que nous avons offert à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman qu'a provoqué dans la presse .;Je sais que la famille a acheté le tableau qu'est représenté l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions qui montraient comment utiliser à notre grand regret .;Elle m'a dit qu'il a eu une allergie qui est causé par depuis qu'il était jeune .;Elle sait que le portier a accepté la livraison qu'a choqué mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis ce que Sarah a décrit dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie qu'était dédiée hier soir . ;J'ai une idée à propos que j'ai vu la pièce qu'a ravi hier soir .;Elle peut deviner que mon ami a écrit un avant-propos que présentait pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange qu'incluait à chaque fois qu'elle cuisinait .  ;Nous rappelons que le blogueur a rédigé une critique que visait en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe qu'a critiqué hier soir .;Notre ami a deviné que nous avons vu une photo que montrait hier après-midi . ;Le maire m'a dit que les journaux ont imprimé une photo qu'a choqué deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description que se moquait il y a plus d'un an . ;Le journal a dit que j'ai choisi le cadeau que nous avons donné pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument que concernait hier .;Mon ami m'a dit qu'il a écrit une proposition qu'il remettra hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence qu'a popularisé au printemps dernier .
Groupe11;Je sais ce que tes larmes ont signalé une indication qui a signalé une dépression hier soir .;Je me souviens qui nous avons tous contribué pour acheter le cadeau que nous avons offert à Mary à la dernière minute .;Le journal a rapporté qui les critiques ont revu le roman qu'a provoqué le célèbre auteur dans la presse .;Je sais qui la famille a acheté le tableau qu'est représenté Monet l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions que montraient comment utiliser le sous-marin à notre grand regret .;Elle m'a dit ce qu'il a eu une allergie qu'est causé par les cacahuètes depuis qu'il était jeune .;Elle sait qui le portier a accepté la livraison qu'a choqué Sarah mardi dernier .;Nous nous souvenons tous qui le facteur a perdu le colis que Sarah a décrit à Robert dans la ruée des vacances . ;Mon ami m'a rapporté qui nous avons écouté la symphonie qu'était dédiée à Mozart hier soir . ;J'ai une idée à propos qui j'ai vu la pièce qu'a ravi le comédien amateur hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos qui présentait le nouveau manuscrit pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir d'un mélange qu'incluait de l'huile et du vinaigre à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique que visait l'industrie des combustibles fossiles en fin d'après-midi .;Je me souviens qui le politicien a écrit une diatribe qu'a critiqué le maire hier soir .;Notre ami a deviné qui nous avons vu une photo que montrait le condamné hier après-midi . ;Le maire m'a dit qui les journaux ont imprimé une photo qu'a choqué le public deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description que se moquait de la vie de l'abbaye il y a plus d'un an . ;Le journal a dit qui j'ai choisi le cadeau que nous avons donné à Simon pendant mes vacances .  ;Notre voisine a dit ce qu'elle a gagné l'argument que concernait la garde des enfants hier .;Mon ami m'a dit qu'il a écrit une proposition qu'il remettra au conseil d'administration hier soir .;Elle ne peut pas croire ce que nous avons assisté à une conférence qu'a popularisé l'évolution des cellules au printemps dernier .
Groupe12;Je sais ce que tes larmes ont signalé une indication qui a signalé hier soir .;Je me souviens qui/ à qui nous avons tous contribué pour acheter le cadeau que nous avons offert à la dernière minute .;Le journal a rapporté qui les critiques ont revu le roman qu'a provoqué dans la presse .;Je sais que la famille a acheté le tableau qu'est représenté l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions que montraient comment utiliser à notre grand regret .;Elle m'a dit qu'il a eu une allergie qui est causé par depuis qu'il était jeune .;Elle sait qui le portier a accepté la livraison qu'a choqué mardi dernier .;Nous nous souvenons tous qui le facteur a perdu le colis ce que Sarah a décrit dans la ruée des vacances . ;Mon ami m'a rapporté qui nous avons écouté la symphonie qu'était dédiée hier soir . ;J'ai une idée à propos qui j'ai vu la pièce qu'a ravi hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos qui présentait pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir d'un mélange qu'incluait à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique que visait en fin d'après-midi .;Je me souviens qui le politicien a écrit une diatribe qu'a critiqué le maire hier soir .;Notre ami a deviné qui nous avons vu une photo qui montrait hier après-midi . ;Le maire m'a dit qui les journaux ont imprimé une photo qu'a choqué deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description que se moquait il y a plus d'un an . ;Le journal a dit qui j'ai choisi le cadeau que nous avons donné pendant mes vacances .  ;Notre voisine a dit ce qu'elle a gagné l'argument que concernait hier .;Mon ami m'a dit qu'il a écrit une proposition qu'il remettra hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence qu'a popularisé  au printemps dernier .
Groupe13;Je sais que tes larmes ont signalé une indication de dépression hier soir .;Je me souviens que nous avons tous contribué pour acheter le cadeau pour Mary à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman du célèbre auteur dans la presse .;Je sais que la famille a acheté le tableau de Monet l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions pour le sous-marin à notre grand regret .;Elle m'a dit qu'il a eu une allergie aux cacahuètes depuis qu'il était jeune .;Elle sait que le portier a accepté la livraison pour Sarah mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis pour Robert dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie de Mozart hier soir . ;J'ai une idée à propos que j'ai vu la pièce du comédien amateur hier soir .;Elle peut deviner que mon ami a écrit un avant-propos pour le nouveau manuscrit pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange de l'huile et du vinaigre à chaque fois qu'elle cuisinait .  ;Nous rappelons que le blogueur a rédigé une critique de l'industrie des combustibles fossiles en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe contre le maire hier soir .;Notre ami a deviné que nous avons vu une photo du condamné hier après-midi . ;Le maire m'a dit que les journaux ont imprimé une photo du général deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description de la vie de l'abbaye il y a plus d'un an . ;Le journal a dit que j'ai choisi le cadeau pour Simon pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument sur la garde des enfants hier .;Mon ami m'a dit qu'il a écrit une proposition pour conseil d'administration hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence sur l'évolution des cellules au printemps dernier .
Groupe14;Je sais que tes larmes ont signalé une indication de hier soir .;Je me souviens que nous avons tous contribué pour acheter le cadeau pour à la dernière minute .;Le journal a rapporté que les critiques ont revu le roman du dans la presse .;Je sais que la famille a acheté le tableau de l'année dernière .;Vous vous souvenez que l'espion a vendu les instructions pour à notre grand regret .;Elle m'a dit qu'il a eu une allergie depuis qu'il était jeune .;Elle sait que le portier a accepté la livraison mardi dernier .;Nous nous souvenons tous que le facteur a perdu le colis dans la ruée des vacances . ;Mon ami m'a rapporté que nous avons écouté la symphonie hier soir . ;J'ai une idée à propos que j'ai vu la pièce hier soir .;Elle peut deviner que mon ami a écrit un avant-propos pour pendant le week-end .;Le journal a rapporté qu'elle préparait la vinaigrette à partir d'un mélange de à chaque fois qu'elle cuisinait .  ;Nous rappelons que le blogueur a rédigé une critique de en fin d'après-midi .;Je me souviens que le politicien a écrit une diatribe contre hier soir .;Notre ami a deviné que nous avons vu une photo du hier après-midi . ;Le maire m'a dit que les journaux ont imprimé une photo du deux jours après la bataille .;Mon ami se souvient que le moine a rédigé une description de il y a plus d'un an . ;Le journal a dit que j'ai choisi le cadeau pour pendant mes vacances .  ;Notre voisine a dit qu'elle a gagné l'argument sur hier .;Mon ami m'a dit qu'il a écrit une proposition pour hier soir .;Elle ne peut pas croire que nous avons assisté à une conférence sur au printemps dernier .
Groupe15;Je sais ce que tes larmes ont signalé une indication de dépression hier soir .;Je me souviens qui nous avons tous contribué pour acheter le cadeau pour Mary à la dernière minute .;Le journal a rapporté qui les critiques ont revu le roman du célèbre auteur dans la presse .;Je sais qui la famille a acheté le tableau de Monet l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions pour le sous-marin à notre grand regret .;Elle m'a dit ce qu'il a eu une allergie aux cacahuètes depuis qu'il était jeune .;Elle sait qui le portier a accepté la livraison pour Sarah mardi dernier .;Nous nous souvenons tous qui le facteur a perdu le colis pour Robert dans la ruée des vacances . ;Mon ami m'a rapporté qui nous avons écouté la symphonie de Mozart hier soir . ;J'ai une idée à propos qui j'ai vu la pièce du comédien amateur hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos pour le nouveau manuscrit pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir d'un mélange de l'huile et du vinaigre à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique de l'industrie des combustibles fossiles en fin d'après-midi .;Je me souviens qui le politicien a écrit une diatribe contre le maire hier soir .;Notre ami a deviné qui nous avons vu une photo du condamné hier après-midi . ;Le maire m'a dit qui les journaux ont imprimé une photo du général deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description de la vie de l'abbaye il y a plus d'un an . ;Le journal a dit qui j'ai choisi le cadeau pour Simon pendant mes vacances .  ;Notre voisine a dit ce qu'elle a gagné l'argument sur la garde des enfants hier .;Mon ami m'a dit qu'il a écrit une proposition pour conseil d'administration hier soir .;Elle ne peut pas croire ce que nous avons assisté à une conférence sur l'évolution des cellules au printemps dernier .
Groupe16;Je sais ce que tes larmes ont signalé une indication de hier soir .;Je me souviens qui nous avons tous contribué pour acheter le cadeau pour à la dernière minute .;Le journal a rapporté qui les critiques ont revu le roman du dans la presse .;Je sais qui la famille a acheté le tableau de l'année dernière .;Vous vous souvenez ce que l'espion a vendu les instructions à notre grand regret .;Elle m'a dit ce qu'il a eu une allergie depuis qu'il était jeune .;Elle sait qui le portier a accepté la livraison pour mardi dernier .;Nous nous souvenons tous qui le facteur a perdu le colis pour dans la ruée des vacances . ;Mon ami m'a rapporté qui nous avons écouté la symphonie de hier soir . ;J'ai une idée à propos qui j'ai vu la pièce du hier soir .;Elle peut deviner ce que mon ami a écrit un avant-propos pour pendant le week-end .;Le journal a rapporté ce qu'elle préparait la vinaigrette à partir de à chaque fois qu'elle cuisinait .  ;Nous rappelons ce que le blogueur a rédigé une critique de en fin d'après-midi .;Je me souviens qui le politicien a écrit une diatribe contre hier soir .;Notre ami a deviné qui nous avons vu une photo du hier après-midi . ;Le maire m'a dit qui les journaux ont imprimé une photo du deux jours après la bataille .;Mon ami se souvient ce que le moine a rédigé une description de il y a plus d'un an . ;Le journal a dit qui j'ai choisi le cadeau pour pendant mes vacances .  ;Notre voisine a dit ce qu'elle a gagné l'argument sur hier .;Mon ami m'a dit qu'il a écrit une proposition pour hier soir .;Elle ne peut pas croire ce que nous avons assisté à une conférence sur au printemps dernier .